Agent_ID,Stop_Number,Order_ID,Distance_km,Category,Priority_Score,Weather,Traffic,Cumulative_Distance_km
2,3312,svtu504775390,9.06,Snacks,2.579,Stormy,Low ,145722.06
2,3313,zixv473099008,9.07,Shoes,2.579,Sunny,Low ,145731.13
2,3314,pnpo275079524,9.08,Books,2.579,Windy,Jam ,145740.21
2,3315,xxuc499608084,9.08,Home,2.579,Sunny,Low ,145749.29
2,3316,oahr425519029,9.08,Outdoors,2.579,Cloudy,Low ,145758.36
2,3317,yeyl333328486,9.08,Apparel,2.579,Cloudy,Low ,145767.44
2,3318,treq686542472,9.09,Home,2.579,Sunny,Jam ,145776.53
2,3319,ogal017518758,9.09,Jewelry,2.579,Sunny,Low ,145785.62
2,3320,fprn239381582,9.12,Toys,2.579,Cloudy,Low ,145794.74
2,3321,mwoj634582968,9.12,Jewelry,2.579,Cloudy,Medium ,145803.86
2,3322,zizp725667667,9.16,Jewelry,2.579,Sunny,Low ,145813.02
2,3323,otyu561756151,9.18,Electronics,2.579,Sunny,Low ,145822.2
2,3324,oysc873404869,9.18,Pet Supplies,2.579,Fog,Medium ,145831.37
2,3325,kork050806206,9.18,Home,2.579,Fog,Medium ,145840.55
2,3326,dyhs648469134,9.18,Clothing,2.579,Cloudy,Medium ,145849.73
2,3327,xgqo816968484,9.18,Snacks,2.579,Sandstorms,Low ,145858.92
2,3328,jsvc767291402,9.19,Electronics,2.579,Fog,Medium ,145868.11
2,3329,ofqw115966632,9.22,Clothing,2.579,Cloudy,Medium ,145877.33
2,3330,lgkr845255449,9.22,Sports,2.579,Fog,Medium ,145886.55
2,3331,cqpr587286765,9.31,Cosmetics,2.579,Sunny,Low ,145895.86
2,3332,esis123009857,9.31,Apparel,2.579,Sunny,Jam ,145905.18
2,3333,itkk380149538,9.31,Clothing,2.579,Sunny,Jam ,145914.49
2,3334,zvsf123331930,9.31,Outdoors,2.579,Fog,Medium ,145923.81
2,3335,cpuu222541927,9.32,Books,2.579,Cloudy,Low ,145933.12
2,3336,pogp353440596,9.32,Kitchen,2.579,Stormy,Low ,145942.44
2,3337,pbxh248968578,9.33,Outdoors,2.579,Cloudy,Low ,145951.76
2,3338,prye450289917,9.33,Pet Supplies,2.579,Fog,Medium ,145961.09
2,3339,fzcy547534180,9.33,Pet Supplies,2.579,Cloudy,Medium ,145970.42
2,3340,vmha196603833,9.35,Pet Supplies,2.579,Windy,Medium ,145979.77
2,3341,lsav207811802,9.35,Sports,2.579,Cloudy,Medium ,145989.11
2,3342,hvpe659779316,9.35,Jewelry,2.579,Cloudy,Medium ,145998.46
2,3343,uzqz339199092,9.35,Skincare,2.579,Cloudy,Low ,146007.81
2,3344,bdjo583673360,9.35,Books,2.579,Sunny,Low ,146017.16
2,3345,nhqp904621351,9.35,Kitchen,2.579,Sandstorms,Jam ,146026.51
2,3346,meeq768171362,9.36,Cosmetics,2.579,Sunny,Jam ,146035.87
2,3347,stsc374225607,10.59,Pet Supplies,2.579,Sandstorms,Low ,146046.46
2,3348,rahj802171401,10.64,Sports,2.579,Windy,Low ,146057.11
2,3349,dlsw448224976,10.72,Toys,2.579,Sandstorms,Jam ,146067.83
2,3350,uuoj018299252,10.76,Home,2.579,Stormy,Low ,146078.59
2,3351,rzco061340692,10.76,Outdoors,2.579,Windy,Low ,146089.34
2,3352,etcp324459536,10.81,Skincare,2.579,Windy,Medium ,146100.15
2,3353,niuj745945639,10.87,Electronics,2.579,Sandstorms,Medium ,146111.02
2,3354,omsh243353517,10.87,Toys,2.579,Windy,Jam ,146121.88
2,3355,qjmr785875218,10.91,Skincare,2.579,Windy,Jam ,146132.79
2,3356,wbvt468192454,10.92,Electronics,2.579,Stormy,Medium ,146143.72
2,3357,hran054964572,11.91,Home,2.579,Stormy,Jam ,146155.63
2,3358,tnxe085533548,11.92,Clothing,2.579,Sandstorms,Low ,146167.55
2,3359,ppgx487810255,11.92,Sports,2.579,Stormy,Medium ,146179.46
2,3360,eyhx164303866,11.92,Apparel,2.579,Sandstorms,Jam ,146191.38
2,3361,wfin977837721,11.92,Jewelry,2.579,Stormy,Low ,146203.3
2,3362,wkek946053667,11.98,Clothing,2.579,Sunny,Medium ,146215.28
2,3363,wxmh936413747,12.07,Sports,2.579,Sandstorms,Low ,146227.35
2,3364,inpt254648727,12.08,Books,2.579,Windy,Low ,146239.43
2,3365,hupi460315101,12.1,Sports,2.579,Sandstorms,Low ,146251.53
2,3366,vktm891573516,12.11,Shoes,2.579,Stormy,Low ,146263.64
2,3367,taey887622914,12.12,Apparel,2.579,Sandstorms,Low ,146275.76
2,3368,oqgy979109910,12.16,Skincare,2.579,Sandstorms,Low ,146287.92
2,3369,fuxx570846001,12.16,Jewelry,2.579,Sandstorms,Low ,146300.08
2,3370,nskv443603467,12.16,Books,2.579,Stormy,Jam ,146312.24
2,3371,tbkc830446866,12.16,Snacks,2.579,Sunny,Jam ,146324.41
2,3372,zyov238014184,12.23,Pet Supplies,2.579,Stormy,Low ,146336.64
2,3373,oakr513353069,12.24,Books,2.579,Sandstorms,Low ,146348.88
2,3374,burr685443617,12.24,Pet Supplies,2.579,Sunny,Medium ,146361.12
2,3375,cnss476810564,12.25,Shoes,2.579,Sandstorms,Medium ,146373.37
2,3376,isip393105751,12.26,Sports,2.579,Stormy,Jam ,146385.63
2,3377,ylsk498034719,12.26,Cosmetics,2.579,Sunny,Medium ,146397.89
2,3378,wpto415446002,12.26,Sports,2.579,Windy,Jam ,146410.14
2,3379,xosi223460746,12.29,Sports,2.579,Sandstorms,Medium ,146422.44
2,3380,shxh869289614,12.29,Toys,2.579,Stormy,Low ,146434.73
2,3381,uafv042200407,12.29,Cosmetics,2.579,Windy,Low ,146447.02
2,3382,clha708727476,12.42,Snacks,2.579,Stormy,Medium ,146459.44
2,3383,wigj154488176,12.42,Apparel,2.579,Stormy,Medium ,146471.87
2,3384,xher313331044,12.42,Pet Supplies,2.579,Stormy,Low ,146484.29
2,3385,vzyq792120675,12.44,Outdoors,2.579,Stormy,Low ,146496.72
2,3386,pomn485636176,13.58,Pet Supplies,2.579,Sunny,Medium ,146510.3
2,3387,wegn304395616,13.58,Books,2.579,Sandstorms,Jam ,146523.89
2,3388,mwor318822918,13.58,Electronics,2.579,Sandstorms,Jam ,146537.47
2,3389,tgnx150848490,13.61,Toys,2.579,Sunny,Low ,146551.08
2,3390,ddsa250148867,13.61,Home,2.579,Sandstorms,Low ,146564.69
2,3391,pqjy409982102,13.68,Toys,2.579,Stormy,Low ,146578.37
2,3392,yuks719639431,13.77,Kitchen,2.579,Stormy,Low ,146592.14
2,3393,ekyz229935115,13.83,Shoes,2.579,Sunny,Jam ,146605.97
2,3394,ndqo633373477,13.97,Outdoors,2.579,Sunny,Medium ,146619.94
2,3395,hogt052094706,13.97,Pet Supplies,2.579,Sunny,Low ,146633.91
2,3396,uxfb862025463,13.99,Outdoors,2.579,Sunny,Jam ,146647.9
2,3397,ltqd573284612,13.99,Pet Supplies,2.579,Sandstorms,Low ,146661.89
2,3398,ticz832651996,14.02,Sports,2.579,Stormy,Jam ,146675.91
2,3399,uyvs946896553,14.05,Snacks,2.579,Stormy,Medium ,146689.96
2,3400,kvvq915592528,16.38,Snacks,2.579,Sunny,Low ,146706.34
2,3401,ziuy830810836,16.39,Books,2.579,Sunny,Medium ,146722.73
2,3402,huhh156534184,16.39,Electronics,2.579,Windy,Jam ,146739.11
2,3403,xpxm180012855,16.6,Sports,2.579,Windy,Jam ,146755.71
2,3404,zpxn880384698,16.64,Apparel,2.579,Windy,Jam ,146772.35
2,3405,hosz774364252,16.72,Outdoors,2.579,Stormy,Medium ,146789.07
2,3406,jcxj619094155,16.82,Pet Supplies,2.579,Windy,Jam ,146805.89
2,3407,ebqf810330610,16.85,Skincare,2.579,Sandstorms,Low ,146822.75
2,3408,bmcl639743854,16.9,Kitchen,2.579,Stormy,Jam ,146839.65
2,3409,wkwe436591165,17.08,Sports,2.579,Sandstorms,Low ,146856.73
2,3410,ifcn620281683,17.08,Books,2.579,Windy,Jam ,146873.8
2,3411,uxlf726221811,17.1,Electronics,2.579,Sunny,Medium ,146890.9
2,3412,ecuh949476281,19.04,Pet Supplies,2.579,Windy,Low ,146909.95
2,3413,ufng124531068,19.34,Books,2.579,Windy,Low ,146929.29
2,3414,tjnk665388136,19.36,Clothing,2.579,Windy,Low ,146948.65
2,3415,vmob187982476,19.4,Electronics,2.579,Stormy,Low ,146968.05
2,3416,uwqb398128971,19.63,Pet Supplies,2.579,Windy,Low ,146987.68
2,3417,mvwq665627868,19.66,Electronics,2.579,Stormy,Low ,147007.34
2,3418,rpzt146692703,19.69,Kitchen,2.579,Sandstorms,Low ,147027.02
2,3419,uhct608875774,19.69,Outdoors,2.579,Stormy,Medium ,147046.71
2,3420,ypru436981763,19.76,Cosmetics,2.579,Windy,Low ,147066.47
2,3421,jdfa645428385,19.76,Sports,2.579,Windy,Jam ,147086.24
2,3422,meod909532539,19.88,Outdoors,2.579,Sunny,Jam ,147106.12
2,3423,qhok108873410,19.88,Outdoors,2.579,Sunny,Medium ,147126.0
2,3424,bhbo528785931,19.89,Home,2.579,Sunny,Medium ,147145.89
2,3425,duyf061705009,19.98,Outdoors,2.579,Windy,Medium ,147165.87
2,3426,uksu203670574,19.98,Books,2.579,Sandstorms,Low ,147185.85
2,3427,tiqy677648528,20.18,Pet Supplies,2.579,Windy,Low ,147206.02
2,3428,gzgc337230329,20.18,Toys,2.579,Sandstorms,Low ,147226.21
2,3429,sqny545611290,20.21,Toys,2.579,Sunny,Medium ,147246.41
2,3430,gdpv615469028,20.21,Books,2.579,Stormy,Low ,147266.62
2,3431,szsc380395374,20.25,Skincare,2.579,Sandstorms,Low ,147286.87
2,3432,wxqk011241738,20.25,Outdoors,2.579,Stormy,Jam ,147307.12
2,3433,cbht087193596,20.25,Jewelry,2.579,Stormy,Medium ,147327.38
2,3434,zzid436960558,20.25,Clothing,2.579,Windy,Low ,147347.63
2,3435,yhct639146328,20.29,Jewelry,2.579,Stormy,Low ,147367.92
2,3436,mofn415990816,20.55,Shoes,2.579,Windy,Jam ,147388.47
2,3437,snnn651650384,20.56,Shoes,2.579,Windy,Low ,147409.03
2,3438,bptx320876414,20.85,Home,2.579,Stormy,Jam ,147429.88
2,3439,ljgp550489562,20.85,Snacks,2.579,Stormy,Low ,147450.73
2,3440,umno434981425,20.89,Apparel,2.579,Stormy,Jam ,147471.62
2,3441,aojy502636702,12.1,Grocery,2.574,Sunny,Low ,147483.71
2,3442,ocwj571499984,12.44,Grocery,2.574,Windy,Medium ,147496.15
2,3443,cxog828223293,9.32,Grocery,2.571,Sunny,Jam ,147505.47
2,3444,mlob897561467,11.98,Grocery,2.571,Sandstorms,Jam ,147517.45
2,3445,hkip182891704,1.47,Jewelry,2.571,Stormy,Low ,147518.92
2,3446,eryo305964744,1.51,Clothing,2.571,Sunny,High ,147520.43
2,3447,aonl940778211,1.51,Shoes,2.571,Stormy,Low ,147521.94
2,3448,bggg712452673,1.51,Skincare,2.571,Sandstorms,Low ,147523.45
2,3449,wooz200283412,1.51,Books,2.571,Cloudy,Low ,147524.97
2,3450,ksec183663656,1.52,Books,2.571,Fog,Low ,147526.49
2,3451,gotf005228156,1.53,Shoes,2.571,Sandstorms,Low ,147528.01
2,3452,aoth669047245,1.53,Apparel,2.571,Fog,Low ,147529.54
2,3453,lmdx958191158,1.53,Home,2.571,Stormy,Low ,147531.07
2,3454,wygl617805616,1.55,Books,2.571,Fog,Low ,147532.63
2,3455,xbhf806635220,1.55,Apparel,2.571,Fog,Low ,147534.18
2,3456,rpli408820275,1.55,Toys,2.571,Fog,Low ,147535.73
2,3457,zrof829886012,1.55,Home,2.571,Fog,Low ,147537.28
2,3458,svmp678252442,1.55,Skincare,2.571,Sunny,Low ,147538.84
2,3459,ijpj503956128,1.56,Books,2.571,Sandstorms,Low ,147540.4
2,3460,vtzu744228822,3.02,Pet Supplies,2.571,Stormy,Low ,147543.42
2,3461,zuli945863836,3.02,Pet Supplies,2.571,Stormy,Low ,147546.43
2,3462,lttk966894899,3.02,Pet Supplies,2.571,Fog,Low ,147549.45
2,3463,httb168781713,3.03,Outdoors,2.571,Cloudy,Low ,147552.48
2,3464,dqwe078465386,3.03,Sports,2.571,Cloudy,Low ,147555.51
2,3465,nqxm518981002,3.03,Pet Supplies,2.571,Cloudy,Low ,147558.53
2,3466,ilnn279576989,3.03,Cosmetics,2.571,Cloudy,Low ,147561.56
2,3467,pxit588920341,3.03,Toys,2.571,Cloudy,Low ,147564.59
2,3468,ctfk588047619,3.04,Clothing,2.571,Sunny,High ,147567.63
2,3469,hvrm227281559,3.04,Skincare,2.571,Sandstorms,Low ,147570.67
2,3470,bttj920116966,3.06,Sports,2.571,Stormy,Low ,147573.73
2,3471,hofm068745179,3.06,Books,2.571,Windy,Low ,147576.8
2,3472,cpim538127314,3.06,Electronics,2.571,Fog,Low ,147579.86
2,3473,vhqo487444631,3.06,Skincare,2.571,Fog,Low ,147582.93
2,3474,znpk559476359,3.07,Clothing,2.571,Fog,Low ,147586.0
2,3475,lxpu561980597,3.07,Home,2.571,Cloudy,Low ,147589.07
2,3476,apvr982305713,3.11,Skincare,2.571,Stormy,Low ,147592.18
2,3477,fiaz228476807,3.11,Sports,2.571,Fog,Low ,147595.29
2,3478,raoy087875184,3.12,Outdoors,2.571,Stormy,Low ,147598.4
2,3479,ycxa227077258,3.12,Books,2.571,Sandstorms,Low ,147601.52
2,3480,sgzk234429562,3.12,Electronics,2.571,Sunny,Low ,147604.64
2,3481,qhwn900281298,4.54,Electronics,2.571,Cloudy,Low ,147609.19
2,3482,lujp956012957,4.56,Cosmetics,2.571,Sandstorms,Low ,147613.75
2,3483,gjbk908806173,4.56,Jewelry,2.571,Sunny,Medium ,147618.31
2,3484,eiiu036435060,4.56,Electronics,2.571,Fog,Low ,147622.87
2,3485,fmyk485852514,4.6,Electronics,2.571,Cloudy,Medium ,147627.46
2,3486,bdbj194998926,4.6,Cosmetics,2.571,Stormy,Low ,147632.06
2,3487,phpi408147849,4.61,Outdoors,2.571,Sunny,Jam ,147636.67
2,3488,tqjp570505158,4.66,Pet Supplies,2.571,Sunny,Medium ,147641.33
2,3489,qvzi175000546,4.66,Electronics,2.571,Windy,Low ,147645.99
2,3490,dahw022547497,4.66,Electronics,2.571,Sunny,Medium ,147650.64
2,3491,rbbn276192532,4.67,Kitchen,2.571,Cloudy,Low ,147655.32
2,3492,etkv601058515,4.67,Jewelry,2.571,Cloudy,Medium ,147659.99
2,3493,mqlz852094125,6.04,Cosmetics,2.571,Sunny,High ,147666.03
2,3494,kfmk556468348,6.05,Clothing,2.571,Stormy,High ,147672.08
2,3495,eyjb571385577,6.08,Home,2.571,Sunny,Medium ,147678.16
2,3496,cpiw259273005,6.12,Kitchen,2.571,Cloudy,Medium ,147684.28
2,3497,gduk103299880,6.15,Clothing,2.571,Fog,Medium ,147690.43
2,3498,axrf907624730,6.15,Electronics,2.571,Cloudy,Medium ,147696.57
2,3499,dbth801043213,6.22,Outdoors,2.571,Sunny,Medium ,147702.79
2,3500,xpsx573043057,6.23,Sports,2.571,Sunny,Medium ,147709.02
2,3501,nhuq574941961,6.23,Outdoors,2.571,Sunny,High ,147715.26
2,3502,bjzz384004381,7.45,Snacks,2.571,Sandstorms,Jam ,147722.7
2,3503,jfga728648249,7.45,Pet Supplies,2.571,Cloudy,Low ,147730.16
2,3504,gpvh614113142,7.45,Toys,2.571,Sandstorms,Jam ,147737.61
2,3505,xqhf977493383,7.55,Books,2.571,Fog,Medium ,147745.16
2,3506,yiil982923639,7.57,Books,2.571,Fog,Low ,147752.73
2,3507,bvju988188538,7.6,Shoes,2.571,Cloudy,Low ,147760.33
2,3508,pkbq291314940,7.68,Books,2.571,Cloudy,Low ,147768.01
2,3509,ttem374822589,7.68,Electronics,2.571,Cloudy,Low ,147775.7
2,3510,cnqi880357493,7.68,Apparel,2.571,Windy,Low ,147783.38
2,3511,giuc758941478,7.76,Books,2.571,Fog,Low ,147791.14
2,3512,pyha748732378,7.76,Snacks,2.571,Sandstorms,Low ,147798.91
2,3513,aowb319664016,7.77,Home,2.571,Sunny,Jam ,147806.68
2,3514,advl575977438,7.77,Toys,2.571,Cloudy,Low ,147814.45
2,3515,vxps522263152,7.8,Jewelry,2.571,Cloudy,Low ,147822.25
2,3516,hokb018117056,8.79,Shoes,2.571,Cloudy,Medium ,147831.04
2,3517,agus014926056,8.94,Cosmetics,2.571,Cloudy,Low ,147839.98
2,3518,ubgr832266731,8.95,Skincare,2.571,Sandstorms,Low ,147848.94
2,3519,yfjw482974608,9.06,Toys,2.571,Cloudy,Low ,147858.0
2,3520,lacc253841699,9.12,Pet Supplies,2.571,Fog,Medium ,147867.12
2,3521,uztz396895907,9.12,Electronics,2.571,Sunny,Medium ,147876.24
2,3522,kbch040741582,9.19,Clothing,2.571,Fog,Low ,147885.43
2,3523,vobi872389813,9.19,Electronics,2.571,Fog,Medium ,147894.62
2,3524,hihx082797201,9.22,Pet Supplies,2.571,Fog,Low ,147903.84
2,3525,pojc051321698,9.22,Cosmetics,2.571,Sunny,Low ,147913.06
2,3526,vhra668992640,9.22,Books,2.571,Sandstorms,Low ,147922.28
2,3527,aqfr825939637,9.22,Sports,2.571,Cloudy,Low ,147931.5
2,3528,tfeg454712382,9.32,Apparel,2.571,Sunny,Low ,147940.82
2,3529,zmab402299632,9.32,Cosmetics,2.571,Fog,Medium ,147950.14
2,3530,dhft382892507,9.33,Clothing,2.571,Fog,Low ,147959.46
2,3531,seux902988386,9.35,Books,2.571,Sunny,Jam ,147968.81
2,3532,uyms313574555,9.36,Outdoors,2.571,Sunny,Medium ,147978.17
2,3533,lwqt536152126,10.59,Electronics,2.571,Windy,Jam ,147988.77
2,3534,hpzm360404616,10.64,Apparel,2.571,Sandstorms,Jam ,147999.41
2,3535,vncw106944434,10.87,Sports,2.571,Sandstorms,Medium ,148010.28
2,3536,ayme786180852,10.88,Sports,2.571,Sunny,Jam ,148021.16
2,3537,qsnw314119271,10.92,Apparel,2.571,Sandstorms,Jam ,148032.08
2,3538,wiue965306583,12.07,Kitchen,2.571,Stormy,Low ,148044.15
2,3539,bpav040107359,12.11,Cosmetics,2.571,Sunny,Medium ,148056.26
2,3540,rwbn063550447,12.16,Jewelry,2.571,Sunny,Jam ,148068.42
2,3541,ezdy045835356,12.21,Pet Supplies,2.571,Sandstorms,Medium ,148080.63
2,3542,ohro874102602,12.29,Cosmetics,2.571,Sunny,Low ,148092.93
2,3543,vqox327768205,12.42,Kitchen,2.571,Windy,Low ,148105.35
2,3544,kajh065895785,13.58,Sports,2.571,Sunny,Jam ,148118.93
2,3545,hfyi856234576,13.58,Books,2.571,Sandstorms,Medium ,148132.51
2,3546,ulqg869020219,13.76,Cosmetics,2.571,Stormy,Jam ,148146.27
2,3547,gebs368571322,13.97,Snacks,2.571,Windy,Jam ,148160.25
2,3548,wtam537777999,13.99,Toys,2.571,Windy,Low ,148174.23
2,3549,bvkt299437033,13.99,Skincare,2.571,Windy,Low ,148188.22
2,3550,efvi837908711,14.02,Snacks,2.571,Stormy,Low ,148202.25
2,3551,jdso163554546,16.37,Books,2.571,Sandstorms,Medium ,148218.61
2,3552,huhi712955937,16.6,Outdoors,2.571,Stormy,Medium ,148235.21
2,3553,uuct387386719,16.66,Apparel,2.571,Stormy,Medium ,148251.87
2,3554,oqcz581368254,16.72,Outdoors,2.571,Windy,Low ,148268.59
2,3555,mfni313300269,16.85,Kitchen,2.571,Sunny,Medium ,148285.44
2,3556,owvs520891091,17.08,Outdoors,2.571,Sunny,Medium ,148302.52
2,3557,ovip299931816,17.08,Apparel,2.571,Windy,Low ,148319.6
2,3558,tcrq186214714,17.08,Electronics,2.571,Stormy,Low ,148336.67
2,3559,ctgl221873026,17.08,Sports,2.571,Windy,Jam ,148353.75
2,3560,yclt402251401,17.1,Electronics,2.571,Sunny,Medium ,148370.85
2,3561,rtgf181174932,19.4,Outdoors,2.571,Stormy,Low ,148390.24
2,3562,cqbt737794959,19.62,Shoes,2.571,Windy,Jam ,148409.86
2,3563,zqop033113657,19.66,Apparel,2.571,Sunny,Jam ,148429.52
2,3564,bdgu970232668,19.66,Toys,2.571,Windy,Low ,148449.18
2,3565,rngs834632247,19.67,Home,2.571,Sunny,Jam ,148468.85
2,3566,nulk059418045,19.69,Clothing,2.571,Sunny,Jam ,148488.54
2,3567,ijub023209285,19.76,Cosmetics,2.571,Sunny,Jam ,148508.3
2,3568,pgjt711137922,19.84,Jewelry,2.571,Sandstorms,Low ,148528.14
2,3569,niuo140094952,19.88,Clothing,2.571,Windy,Jam ,148548.02
2,3570,bqjx646951091,19.88,Outdoors,2.571,Windy,Jam ,148567.9
2,3571,hqgk861062102,20.18,Apparel,2.571,Stormy,Jam ,148588.07
2,3572,gbol091248672,20.25,Skincare,2.571,Stormy,Jam ,148608.33
2,3573,kyhq096772419,20.25,Clothing,2.571,Sunny,Medium ,148628.58
2,3574,layw669596143,20.85,Snacks,2.571,Sunny,Low ,148649.43
2,3575,xvge910836941,3472.54,Skincare,2.571,Stormy,Jam ,152121.97
2,3576,eori879983005,7.79,Pet Supplies,2.541,Sunny,Medium ,152129.76
2,3577,fsai175611281,7.79,Skincare,2.541,Cloudy,Low ,152137.55
2,3578,ckgu502252849,8.94,Home,2.541,Windy,Low ,152146.49
2,3579,zvvu899448117,8.95,Apparel,2.541,Sandstorms,Low ,152155.44
2,3580,dixf913558385,9.08,Sports,2.541,Sandstorms,Jam ,152164.52
2,3581,axml662362986,9.12,Jewelry,2.541,Stormy,Low ,152173.65
2,3582,xjtq928860277,9.18,Jewelry,2.541,Sunny,Medium ,152182.82
2,3583,urik924020416,9.18,Snacks,2.541,Sunny,Jam ,152192.0
2,3584,wzwa025413464,9.18,Cosmetics,2.541,Stormy,Jam ,152201.18
2,3585,nfok169521840,9.19,Clothing,2.541,Sunny,Medium ,152210.37
2,3586,amrq769389284,9.22,Outdoors,2.541,Cloudy,Medium ,152219.59
2,3587,mbtj148763377,9.31,Books,2.541,Windy,Low ,152228.9
2,3588,lkds207431601,9.31,Sports,2.541,Sunny,Jam ,152238.22
2,3589,saos120624504,9.32,Skincare,2.541,Stormy,Medium ,152247.53
2,3590,fxee372255451,9.33,Toys,2.541,Sandstorms,Jam ,152256.86
2,3591,xeyf103080739,9.35,Outdoors,2.541,Fog,Low ,152266.21
2,3592,acpd503512919,10.42,Cosmetics,2.541,Sunny,Low ,152276.63
2,3593,drkl961006767,10.49,Kitchen,2.541,Sunny,Low ,152287.11
2,3594,ulud715437810,10.6,Outdoors,2.541,Windy,Jam ,152297.72
2,3595,jtxs377017910,10.71,Outdoors,2.541,Sunny,Medium ,152308.43
2,3596,ifzh038597668,10.76,Pet Supplies,2.541,Windy,Low ,152319.18
2,3597,cuua000583789,10.87,Home,2.541,Stormy,Low ,152330.05
2,3598,dipt659318803,11.9,Sports,2.541,Sandstorms,Jam ,152341.96
2,3599,hbvq839610711,11.94,Books,2.541,Sandstorms,Jam ,152353.89
2,3600,qkvs736026208,12.07,Shoes,2.541,Windy,Low ,152365.97
2,3601,zfrs925123816,12.1,Outdoors,2.541,Stormy,Jam ,152378.07
2,3602,iuby423636645,12.29,Jewelry,2.541,Stormy,Jam ,152390.36
2,3603,vjca009248717,12.42,Home,2.541,Sunny,Medium ,152402.78
2,3604,edus019795178,12.44,Outdoors,2.541,Stormy,Low ,152415.22
2,3605,fybh217182003,13.39,Jewelry,2.541,Sandstorms,Low ,152428.61
2,3606,zxmd161837378,13.41,Clothing,2.541,Sandstorms,Jam ,152442.02
2,3607,ztpo366691249,13.68,Toys,2.541,Sunny,Jam ,152455.7
2,3608,abca960146254,13.79,Shoes,2.541,Sandstorms,Jam ,152469.48
2,3609,wcgw541623689,13.83,Clothing,2.541,Sunny,Jam ,152483.31
2,3610,luup097745712,13.97,Books,2.541,Windy,Low ,152497.29
2,3611,wlut254298382,13.99,Electronics,2.541,Windy,Low ,152511.28
2,3612,hcnq568733342,16.39,Home,2.541,Windy,Low ,152527.66
2,3613,vvzb792354416,16.64,Jewelry,2.541,Stormy,Low ,152544.3
2,3614,nyqk020049791,16.79,Skincare,2.541,Stormy,Low ,152561.08
2,3615,bbzc818380298,16.83,Cosmetics,2.541,Stormy,Jam ,152577.92
2,3616,urla081426079,16.9,Electronics,2.541,Sunny,Jam ,152594.82
2,3617,qcin323249029,16.9,Cosmetics,2.541,Sandstorms,Low ,152611.72
2,3618,ppyg097159335,17.1,Kitchen,2.541,Sunny,Low ,152628.82
2,3619,bnxu417494397,19.36,Cosmetics,2.541,Sunny,Medium ,152648.18
2,3620,iorg918633691,19.47,Pet Supplies,2.541,Windy,Jam ,152667.65
2,3621,vyaa658348744,19.62,Jewelry,2.541,Sunny,Medium ,152687.27
2,3622,gixv743084072,19.76,Cosmetics,2.541,Stormy,Low ,152707.03
2,3623,ufap325578927,19.98,Toys,2.541,Sunny,Medium ,152727.01
2,3624,fwgh654988905,20.21,Clothing,2.541,Sunny,Jam ,152747.21
2,3625,jpgl767920899,20.29,Outdoors,2.541,Windy,Low ,152767.5
2,3626,numv673336300,20.83,Snacks,2.541,Sandstorms,Low ,152788.33
2,3627,ccqa623523614,20.86,Toys,2.541,Windy,Low ,152809.19
2,3628,eqsm591455328,3413.45,Kitchen,2.541,Sandstorms,Low ,156222.64
2,3629,wztz754098211,10.49,Grocery,2.518,Stormy,Jam ,156233.13
2,3630,qmwa864228770,12.11,Grocery,2.518,Sandstorms,Jam ,156245.23
2,3631,nklg083365958,12.16,Grocery,2.517,Sandstorms,Jam ,156257.4
2,3632,fvlg620163948,12.29,Grocery,2.517,Sandstorms,Jam ,156269.69
2,3633,nkhy351534690,1.55,Home,2.514,Sandstorms,Low ,156271.24
2,3634,nvkv892242670,2.98,Home,2.514,Sandstorms,Low ,156274.22
2,3635,dnai501018778,3.03,Skincare,2.514,Sandstorms,Low ,156277.25
2,3636,eadf916411665,9.22,Toys,2.514,Windy,Low ,156286.47
2,3637,zcbe380849764,9.32,Toys,2.514,Sandstorms,Low ,156295.79
2,3638,aukh110880719,1.47,Pet Supplies,2.513,Cloudy,Low ,156297.25
2,3639,nfhh292135619,1.47,Kitchen,2.513,Sunny,Low ,156298.72
2,3640,ezma487384385,1.49,Kitchen,2.513,Sunny,Low ,156300.21
2,3641,olyk107348099,1.49,Kitchen,2.513,Sunny,Low ,156301.7
2,3642,veli687344105,1.49,Kitchen,2.513,Windy,Low ,156303.19
2,3643,aqac500156719,1.49,Home,2.513,Stormy,Low ,156304.68
2,3644,lmor503484152,1.51,Pet Supplies,2.513,Sunny,Low ,156306.19
2,3645,gkrt096664593,1.51,Clothing,2.513,Cloudy,Low ,156307.7
2,3646,yrgp136639611,1.51,Electronics,2.513,Cloudy,Low ,156309.21
2,3647,vfpr687600544,1.51,Kitchen,2.513,Fog,Low ,156310.73
2,3648,sjuq966451055,1.51,Skincare,2.513,Sandstorms,Low ,156312.24
2,3649,ginf417973074,1.51,Shoes,2.513,Fog,Low ,156313.75
2,3650,wlcz991922272,1.51,Outdoors,2.513,Cloudy,Low ,156315.26
2,3651,fdvc268271374,1.51,Outdoors,2.513,Cloudy,Low ,156316.78
2,3652,hzxi450653457,1.51,Snacks,2.513,Cloudy,Low ,156318.29
2,3653,gskq483338700,1.51,Snacks,2.513,Sunny,Low ,156319.8
2,3654,osmu763461662,1.51,Snacks,2.513,Cloudy,Low ,156321.32
2,3655,snqp734871088,1.51,Cosmetics,2.513,Sunny,Low ,156322.83
2,3656,bnhk384601981,1.51,Home,2.513,Cloudy,Low ,156324.35
2,3657,sduv649313798,1.52,Clothing,2.513,Windy,High ,156325.87
